sesion_sugerida,autores,anio,titulo,revista,nivel,dominio,metodos_ml,interpretacion,doi,url,citas_openalex,resumen_es,por_que_es,confianza
7,Dieudonné Tchuente,2026,Real Estate Automated Valuation Model with Explainable Artificial Intelligence Based on Shapley Values,The Journal of Real Estate Finance and Economics,TopField,vivienda/AVM explicable,XGBoost; random forest; SHAP (valores de Shapley),SHAP; variable importance; otro: explicaciones locales de predicciones individuales (contribución de cada valor de característica),10.1007/s11146-024-09998-9,https://doi.org/10.1007/s11146-024-09998-9,16,"Construye un AVM para el mercado inmobiliario francés con 1,505,033 transacciones de siete años en nueve grandes ciudades, usando XGBoost (y random forest como comparación) para predecir precios. Además de la precisión predictiva, el aporte central es acoplar el modelo con valores de Shapley (SHAP) para obtener explicaciones globales (importancia y dirección promedio de cada variable) y locales (contribución de cada valor de característica a una predicción individual), mostrando cómo un tasador puede auditar cada valoración automatizada.","Aplicación directa de SHAP a un AVM en JREFE, útil como plantilla de interpretación local y global; los detalles de datos provienen de fuentes secundarias.",media
7,Joseph,2019,From interpretability to inference: an estimation framework for universal approximators (Shapley regressions),Bank of England Staff Working Paper No. 784,WorkingPaper,métodos (inferencia con Shapley),"aproximadores universales; descomposición de Shapley-Taylor; gradient boosting; marco general para aproximadores universales (redes neuronales, random forest, SVM); random forest; redes neuronales",SHAP/Shapley; Shapley regressions; inferencia estadística sobre valores de Shapley; otro: coeficientes de participación de Shapley (Shapley share coefficients); otro: inferencia por bootstrap sobre los componentes de Shapley,10.2139/ssrn.3351091,https://www.bankofengland.co.uk/working-paper/2019/shapley-regressions-a-framework-for-statistical-inference-on-machine-learning-models,15,"Introduce las regresiones de Shapley: se descompone la predicción de un modelo de ML en valores de Shapley por variable y se regresa la variable objetivo sobre esos componentes para evaluar dirección, magnitud y significancia estadística, con incertidumbre por bootstrap adaptado a esquemas de entrenamiento y prueba. Demuestra que la estimación con valores de Shapley es asintóticamente insesgada y que la regresión lineal es un caso particular; la versión actual (actualizada en 2024, antes titulada 'Shapley regressions' y 'Parametric inference with universal function approximators') ilustra el marco con efectos de tratamiento heterogéneos. Es la herramienta usada luego por Bluwstein et al. (2023), Buckmann y Joseph (2023) y Joseph et al. (2024).",Es la fuente metodológica de las regresiones de Shapley empleadas en los artículos publicados del Banco de Inglaterra.,alta
7,"Tim Gyger, Simona Hauri, Simon Bühlmann, Manuel Lehner, Jaron Schlesinger, Fabio Sigrist",2026,Explainable spatial machine learning for hedonic real estate modeling,Real Estate Economics,TopField,vivienda/alquileres y precios,GPBoost (proceso gaussiano espacial + tree boosting); gradient boosting; modelos lineales (benchmarks); SHAP,SHAP; comparación ML vs hedónico/OLS; otro: análisis del aporte de las variables de localización y de la dependencia espacial (proceso gaussiano),10.1111/1540-6229.70030,https://doi.org/10.1111/1540-6229.70030,5,"Proponen un modelo híbrido que combina un proceso gaussiano espacial con tree boosting (GPBoost) para modelar alquileres y precios, y lo aplican a más de 1.5 millones de anuncios de apartamentos en alquiler en Alemania y a una base menor de precios de condominios. Comparan la precisión predictiva contra modelos lineales y de boosting sin componente espacial, mostrando ganancias por capturar simultáneamente no linealidades y dependencia espacial. Interpretan el modelo con valores SHAP promedio (la superficie útil es la variable más importante, con un efecto promedio cercano al 25%, seguida de calefacción, estándar, condición y año de construcción) y analizan en detalle el aporte de las variables de macro-localización.","Combina explícitamente dependencia espacial, boosting y SHAP en una revista top del área; es el estado del arte en hedónicos ML explicables.",media
7,Buckmann & Joseph,2023,An Interpretable Machine Learning Workflow with an Application to Economic Forecasting,International Journal of Central Banking,TopField,desempleo,gradient boosting; redes neuronales; random forest; SVM; ridge/LASSO; regresión lineal,SHAP/Shapley; Shapley regressions; variable importance; otro: formas funcionales aprendidas mediante gráficos de dependencia de Shapley; comparación de familias de modelos,,https://www.ijcb.org/journal/v19n4/interpretable-machine-learning-workflow-application-economic-forecasting,,"Propone un flujo de trabajo en tres pasos para usar ML en pronóstico económico: (i) comparación de modelos fuera de muestra, (ii) análisis de importancia de variables y (iii) inferencia estadística con descomposiciones de Shapley (regresiones de Shapley). Lo ilustra pronosticando el cambio del desempleo de EE.UU. a un año con FRED-MD, donde boosting y redes neuronales superan a los modelos lineales por captar relaciones no lineales y cambiantes; contrasta la importancia por permutación con la de Shapley, y muestra que subconjuntos de variables elegidos por expertos logran el mejor balance entre interpretabilidad y desempeño (versión IJCB 19(4), octubre 2023; la versión BoE SWP 984 de 2022 incluye a Robertson).","Flujo de trabajo estándar (comparar, importancia, inferencia con Shapley) directamente reutilizable como plantilla de clase.",alta
7,Scott M. Lundberg; Su-In Lee,2017,A Unified Approach to Interpreting Model Predictions,NeurIPS,Methods,interpretación,agnóstico al modelo; árboles/boosting; redes neuronales,SHAP; valores de Shapley,,https://papers.nips.cc/paper_files/paper/2017/hash/8a20a8621978632d76c43dfd28b67767-Abstract.html,,"Propone SHAP (SHapley Additive exPlanations): unifica seis métodos de explicación local (LIME, DeepLIFT, etc.) como medidas aditivas de importancia de atributos y demuestra que los valores de Shapley (Shapley, 1953; Štrumbelj & Kononenko, 2014, Knowledge and Information Systems) son la única solución que cumple precisión local, ausencia y consistencia. En economía aplicada es la referencia estándar para descomponer la predicción de un individuo (probabilidad de impago, precio predicho de una vivienda) en contribuciones por variable y agregarlas en importancias globales.",Lectura base para la sesión de interpretación: define formalmente los valores SHAP que se usan en clase con xgboost/ranger y los paquetes shap/shapviz.,alta
7,Aaron Fisher; Cynthia Rudin; Francesca Dominici,2019,"All Models are Wrong, but Many are Useful: Learning a Variable's Importance by Studying an Entire Class of Prediction Models Simultaneously",Journal of Machine Learning Research,Methods,interpretación,agnóstico al modelo,variable importance (permutación); model reliance; model class reliance; conjunto Rashomon,,https://jmlr.org/papers/v20/18-760.html,,"Formaliza la importancia por permutación como 'model reliance' (cuánto depende un modelo de una variable) y la extiende a 'model class reliance': el rango de importancia entre todos los modelos con buen desempeño (conjunto Rashomon). Da a la importancia por permutación una base estadística agnóstica al modelo, con intervalos de confianza, útil cuando varios modelos predicen igual de bien pero atribuyen la predicción a variables distintas.",Referencia formal para la importancia por permutación agnóstica al modelo y para discutir la no unicidad de las explicaciones.,alta
7,Christoph Molnar,2025,Interpretable Machine Learning: A Guide for Making Black Box Models Explainable (3rd ed.),Book,Book,interpretación,agnóstico al modelo; modelos interpretables,variable importance (permutación); partial dependence; ALE; ICE; LIME; SHAP; modelos interpretables,,https://christophm.github.io/interpretable-ml-book/,,"Libro abierto en línea que explica, con ejemplos y código, los modelos interpretables y los métodos agnósticos: importancia por permutación, PDP, ICE, ALE, LIME, valores de Shapley y SHAP, con sus ventajas y desventajas. Es el manual de referencia práctico para implementar e interpretar estas herramientas en R (iml, DALEX) y Python (shap).","Texto guía de la sesión de interpretación: capítulos de importancia por permutación, PDP, ALE, ICE, LIME y SHAP.",alta
8,"Jean, Burke, Xie, Davis, Lobell & Ermon",2016,Combining satellite imagery and machine learning to predict poverty,Science,GeneralScience,pobreza/satélites,CNN con transfer learning (luces nocturnas como tarea intermedia); regresión ridge sobre los rasgos de la CNN,R2 fuera de muestra; predicho vs observado; otro: generalización entre países; comparación con luces nocturnas y con datos de telefonía; poder predictivo bajo la línea de pobreza,10.1126/science.aaf7894,https://doi.org/10.1126/science.aaf7894,1685,"Predicen consumo y activos a nivel de clúster en Nigeria, Tanzania, Uganda, Malawi y Ruanda con una red convolucional entrenada por transferencia (aprende primero a predecir luces nocturnas desde imágenes diurnas) cuyos rasgos alimentan una regresión ridge. El desempeño se mide con R² validado cruzadamente (explican hasta 75% de la variación en activos y menos en consumo), se prueba la generalización entrenando en un país y prediciendo en otro, se compara con luces nocturnas y con el enfoque de telefonía de Blumenstock et al., y se examina el poder predictivo entre los clústeres por debajo de la línea de pobreza.","Referencia obligada de predicción con imágenes satelitales que ilustra validación cruzada, transferencia entre países y comparación con proxies existentes.",alta
8,"Chen, Pelger & Zhu",2024,Deep Learning in Asset Pricing,Management Science,TopField,asset pricing,redes neuronales profundas (feedforward); LSTM (estados macro); GAN (entrenamiento adversarial); comparación con elastic net y modelos lineales de factores,"otro: Sharpe fuera de muestra, variación explicada y R2 transversal; comparación de familias de modelos; variable importance; portafolios ordenados por predicción; otro: análisis de sensibilidad (gradiente absoluto promedio) de los pesos del SDF a características y variables macro",10.1287/mnsc.2023.4695,https://doi.org/10.1287/mnsc.2023.4695,440,"Estima un factor de descuento estocástico no lineal para acciones individuales de EE. UU. (1967–2016) usando 46 características de firma y 178 series macro resumidas por una LSTM, con una red adversarial que construye los activos de prueba más informativos. Evalúa fuera de muestra con ratio de Sharpe, variación explicada y R² transversal frente a modelos lineales, Fama-French y redes de pronóstico tipo Gu-Kelly-Xiu. Interpreta con importancia de variables basada en la sensibilidad (gradiente absoluto promedio) de los pesos del SDF a cada característica y variable macro, y con portafolios por deciles de exposición al SDF.",Muestra que la interpretación por sensibilidad (gradientes) funciona en redes profundas y que la función objetivo puede ser económica (no arbitraje) en vez de un error de predicción.,alta
8,Lopez-Lira & Tang,2026,Can ChatGPT forecast stock price movements? Return predictability and large language models,Journal of Financial Economics,TopFinance,texto financiero (LLM),"modelos de lenguaje (GPT-4, GPT-3.5 y otros LLM); BERT y diccionarios de sentimiento como comparación",accuracy fuera de muestra; portafolios ordenados por predicción; comparación de familias de modelos; heterogeneidad/efectos distributivos; otro: evolución temporal de la predictibilidad y costos de transacción,10.1016/j.jfineco.2026.104335,https://doi.org/10.1016/j.jfineco.2026.104335,398,"Usa titulares de noticias posteriores a la fecha de corte de entrenamiento de los LLM y pide a GPT-4 (y a modelos menores) clasificar si cada noticia es buena o mala para la acción, para luego predecir la reacción inicial y la deriva posterior de los retornos diarios. Evalúa fuera de muestra con tasas de acierto por portafolio-día, regresiones predictivas y retornos y Sharpe de estrategias largo-corto netas de costos, comparando tamaños y familias de modelos. Interpreta con heterogeneidad (más predictibilidad en acciones pequeñas y noticias negativas) y con el decaimiento de los retornos a medida que se adopta la tecnología.","Muestra cómo evaluar un LLM como predictor con los mismos estándares (fuera de muestra, portafolios, heterogeneidad) que cualquier modelo de ML.",alta
8,"Nikhil Naik, Scott Duke Kominers, Ramesh Raskar, Edward L. Glaeser, César A. Hidalgo",2017,Computer vision uncovers predictors of physical urban change,Proceedings of the National Academy of Sciences,GeneralScience,urbano/visión,segmentación semántica de imágenes; características GIST/texton; support vector regression (Streetscore) entrenada con comparaciones humanas de Place Pulse,"predicho vs observado; otro: validación externa con evaluadores humanos (MTurk, estudiantes de arquitectura) y permisos de construcción; otro: regresiones de la predicción (Streetchange) sobre variables censales",10.1073/pnas.1619003114,https://doi.org/10.1073/pnas.1619003114,300,"Construyen 'Streetchange', el cambio 2007–2014 en la seguridad percibida de 1,645,760 recortes de imágenes de Google Street View en cinco ciudades de EE. UU. (Baltimore, Boston, Detroit, Nueva York y Washington), con un modelo de visión (segmentación + GIST/texton + regresión de soporte vectorial) entrenado con 186,188 comparaciones humanas de Place Pulse. Validan las predicciones contra evaluadores de Mechanical Turk (correlación de Spearman 0.72), estudiantes de arquitectura (74% de acuerdo) y datos de nueva construcción en Boston. Luego regresan Streetchange sobre variables censales: la proporción de adultos con educación universitaria, la apariencia inicial del barrio, la cercanía al CBD y la apariencia de los barrios vecinos predicen la mejora física.",Muestra el flujo completo 'predicción con imágenes → validación externa → interpretación económica' que Glaeser y coautores usan en economía urbana.,alta
8,"Edward L. Glaeser, Scott Duke Kominers, Michael Luca, Nikhil Naik",2018,Big Data and Big Cities: The Promises and Limitations of Improved Measures of Urban Life,Economic Inquiry,TopField,urbano/visión,visión por computador sobre imágenes de Google Street View; regresión de características visuales sobre ingreso,"R2 fuera de muestra; predicho vs observado; otro: transferencia del modelo entre ciudades (entrenado en Nueva York, aplicado a Boston)",10.1111/ecin.12364,https://doi.org/10.1111/ecin.12364,239,"Predicen el ingreso mediano familiar (ACS 2006–2010) de 2,439 grupos de bloques censales de Nueva York a partir de características visuales de imágenes de Google Street View (10 imágenes por grupo de bloques). Reportan un R² fuera de muestra de 0.77 en Nueva York y de 0.71 al aplicar el mismo modelo a 459 grupos de bloques de Boston (15 imágenes por grupo). El resto del artículo discute usos y límites de estas fuentes de datos para medir barrios y ciudades, incluida la extrapolación a zonas sin datos en países en desarrollo.","Referencia accesible sobre la lógica de predicción fuera de muestra con imágenes y sus limitaciones para la economía urbana (revista general, no top-field).",alta
8,"Jiang, Kelly & Xiu",2023,(Re-)Imag(in)ing Price Trends,Journal of Finance,TopFinance,asset pricing (imágenes),redes neuronales convolucionales (CNN); transfer learning; comparación con señales de momentum/reversión y regresión logística,accuracy fuera de muestra; portafolios ordenados por predicción; comparación de familias de modelos; otro: transferencia entre horizontes y a mercados internacionales; otro: correlación de la señal aprendida con factores y señales conocidas,10.1111/jofi.13268,https://doi.org/10.1111/jofi.13268,143,"Convierte gráficos de precios (OHLC, volumen y media móvil) de acciones de EE. UU. en imágenes y entrena CNN para clasificar si el retorno futuro será positivo a 5, 20 y 60 días. Evalúa con accuracy fuera de muestra y con portafolios por deciles de la probabilidad predicha (retornos y Sharpe), comparando con momentum, reversión y modelos logísticos sobre señales tradicionales. Interpreta mostrando que los patrones aprendidos son distintos de las señales conocidas, que se transfieren a horizontes más largos y a mercados internacionales sin reentrenar, y cómo se relacionan con los factores estándar.",Muestra que la interpretación puede hacerse comparando la señal aprendida con benchmarks económicos y probando su transferencia a otros contextos.,alta
8,"Kaniel, Lin, Pelger & Van Nieuwerburgh",2023,Machine-learning the skill of mutual fund managers,Journal of Financial Economics,TopFinance,fondos de inversión,redes neuronales; comparación con modelos lineales y penalizados,portafolios ordenados por predicción; variable importance; otro: interacciones (sentimiento × flujos y momentum del fondo); heterogeneidad/efectos distributivos; comparación de familias de modelos,10.1016/j.jfineco.2023.07.004,https://doi.org/10.1016/j.jfineco.2023.07.004,111,"Predice el alfa futuro neto de comisiones de fondos mutuos de acciones de EE. UU. a partir de características del fondo, sus flujos y momentum, características de las acciones que posee y variables de sentimiento y macro. Evalúa con portafolios largo-corto por deciles de predicción fuera de muestra y compara redes neuronales con modelos lineales. Interpreta con importancia de variables (dominan el momentum y los flujos del fondo; las características de las acciones no predicen), interacciones no lineales entre sentimiento y flujos/momentum, y desempeño de la estrategia según el estado macro y de sentimiento.","Buen ejemplo de cómo una red neuronal revela interacciones económicas que un modelo lineal no captura, y de cómo reportarlas.",alta
8,"Sadhwani, Giesecke & Sirignano",2021,Deep Learning for Mortgage Risk,Journal of Financial Econometrics,TopField,crédito/hogares (hipotecas),redes neuronales profundas (multinomial); regresión logística (benchmark),AUC/ROC; predicho vs observado; comparación de familias de modelos; partial dependence; otro: análisis de sensibilidad de las probabilidades de transición a cada covariable e interacciones con el desempleo local,10.1093/jjfinec/nbaa025,https://doi.org/10.1093/jjfinec/nbaa025,103,"Predice las probabilidades mensuales de transición de estado (al día, mora, ejecución, prepago) de más de 120 millones de hipotecas de EE. UU. (1995–2014) con una red neuronal profunda, frente a una regresión logística con las mismas variables. Evalúa fuera de muestra con AUC por transición y con gráficos de prepagos e impagos predichos vs. observados a nivel de pool. Interpreta con análisis de sensibilidad: cómo cambia la probabilidad predicha al mover cada variable (gráficos tipo dependencia parcial), la fuerte no linealidad de la respuesta al desempleo local y las interacciones con otras características del préstamo.",Ejemplo temprano y claro de 'predicho vs. observado' agregado y de análisis de sensibilidad como sustituto de coeficientes en una red profunda.,alta
8,"Edward L. Glaeser, Michael Scott Kincaid, Nikhil Naik",2018,Computer Vision and Real Estate: Do Looks Matter and Do Incentives Determine Looks,NBER Working Paper No. 25174,WorkingPaper,vivienda/visión,CNN preentrenada (ResNet-101 sobre ImageNet) como extractor de características de imagen; regresión de precios sobre características de imagen,descomposición de varianza/R2; R2 fuera de muestra; otro: comparación del poder predictivo de las imágenes frente a las variables del tasador presencial; otro: bondad de ajuste en entrenamiento/prueba por grupos de ingreso (por debajo y por encima de la mediana),10.3386/w25174,https://www.nber.org/papers/w25174,40,"Predicen precios de venta de viviendas en Boston (2003–2015) usando imágenes exteriores de Google Street View convertidas en vectores de características con la CNN ResNet-101 (preentrenada en ImageNet), además de las variables del tasador municipal. La interpretación es una descomposición del R²: las imágenes explican 11.7% de la variación del precio residualizada por localización; añadidas a las variables básicas el R² sube a 0.328, frente a 0.313 al añadir la inspección presencial del tasador, con tablas de bondad de ajuste en muestras de entrenamiento y prueba cruzadas por grupos de ingreso. Luego usan el 'valor visual' predicho como regresor hedónico: una desviación estándar de apariencia vale 0.16 puntos logarítmicos, hay efectos de vecinos (0.4 por punto logarítmico) y las ejecuciones hipotecarias reducen el valor visual (−0.04).",Modelo de cómo cuantificar cuánto añade la visión por computador sobre un hedónico estándar y cómo usar la predicción como variable económica.,alta
8,"Aubry, Kräussl, Manso & Spaenjers",2023,Biased Auctioneers,Journal of Finance,TopFinance,activos reales (arte),redes neuronales (imagen de la obra + características); regresiones lineales de referencia,R2 fuera de muestra; predicho vs observado; comparación con humanos/expertos; variable importance; heterogeneidad/efectos distributivos; otro: persistencia y predictibilidad de los errores de los expertos,10.1111/jofi.13203,https://doi.org/10.1111/jofi.13203,35,"Predice el precio de remate de 1,1 millones de pinturas subastadas (2008–2015) con una red neuronal que combina la imagen de la obra y características del artista y de la obra, y compara con las estimaciones previas de las casas de subasta. Evalúa en un conjunto de prueba con R² fuera de muestra y con la relación entre la razón precio/estimación predicha y la realizada (y las tasas de no venta). Interpreta con importancia de variables (R² al eliminar bloques de características), heterogeneidad del aporte del modelo por artista (mayor en artistas de precios bajos y poco dispersos), y muestra que los errores de los expertos son persistentes y predecibles.",Muestra cómo usar un predictor de ML como contrafactual para diagnosticar sesgos de expertos humanos en un mercado real.,alta
8,Goulet Coulombe,2025,A Neural Phillips Curve and a Deep Output Gap,Journal of Business & Economic Statistics,TopField,inflación (curva de Phillips),hemisphere neural network (red neuronal con arquitectura restringida); deep learning,"otro: descomposición de cada pronóstico en contribuciones económicas (brecha de producto, expectativas, precios de materias primas); predicho vs observado; error por horizonte/régimen; comparación de familias de modelos",10.1080/07350015.2024.2421279,https://doi.org/10.1080/07350015.2024.2421279,10,"Estima una curva de Phillips neuronal para la inflación de EE.UU. con una red cuya última capa suma 'hemisferios' interpretables como estados latentes (brecha de producto profunda, expectativas, materias primas) construidos no linealmente a partir de muchos indicadores de holgura. Evalúa pronósticos fuera de muestra por RMSE frente a curvas de Phillips tradicionales y modelos de referencia, incluido el repunte inflacionario de 2021–22, que el modelo captura y atribuye a una brecha de producto positiva desde fines de 2020. La interpretación descompone el pronóstico en las contribuciones de sus componentes y compara la brecha estimada con la del CBO (volumen 43(3) de 2025; publicado en línea en 2024).","Ejemplo de red neuronal diseñada para que sus salidas sean interpretables económicamente, con pronósticos descompuestos por contribución.",alta
8,"Esther Rolf, Jonathan Proctor, Tamma Carleton, Ian Bolliger, Vaishaal Shankar, Miyabi Ishihara, Benjamin Recht, Solomon Hsiang",2021,A generalizable and accessible approach to machine learning with global satellite imagery,Nature Communications,GeneralScience,urbano/satelital,características convolucionales aleatorias (MOSAIKS); regresión ridge,R2 fuera de muestra; predicho vs observado; validación cruzada espacial; otro: extrapolación espacial entre regiones y superresolución de etiquetas,10.1038/s41467-021-24638-z,https://doi.org/10.1038/s41467-021-24638-z,6,"Predicen siete variables a nivel de celdas en EE. UU. (cobertura forestal, elevación, densidad poblacional, luces nocturnas, ingreso, longitud de vías y precio medio de la vivienda con datos de Zillow/ZTRAX) a partir de una única codificación de imágenes satelitales (características convolucionales aleatorias) seguida de regresión ridge. El desempeño se reporta como R² en una muestra de prueba retenida (0.52 para precios de vivienda, 0.45 para ingreso, 0.91 para cobertura forestal), con gráficos de predicho vs observado y pruebas de extrapolación espacial (entrenar en unas regiones y predecir en otras) para evaluar la generalización geográfica. Interpretan la incertidumbre y el costo computacional frente a redes profundas.",Muestra cómo evaluar honestamente la predicción espacial (hold-out y extrapolación geográfica) con precios de vivienda como uno de los objetivos.,alta
8,"Patrick Bajari, Zhihao Cen, Victor Chernozhukov, Manoj Manukonda, Suhas Vijaykumar, Jin Wang, Ramon Huerta, Junbo Li, Ling Leng, George Monokroussos, Shan Wang",2025,Hedonic prices and quality adjusted price indices powered by AI,Journal of Econometrics,Methods,hedónicos/índices de precios (IA),embeddings de texto (BERT); embeddings de imagen (ResNet-50); red neuronal multitarea; gradient boosting (comparación); regresión lineal sobre atributos de catálogo (comparación),R2 fuera de muestra; comparación ML vs hedónico/OLS; índices de precios; descomposición de varianza/R2,10.1016/j.jeconom.2025.106052,https://doi.org/10.1016/j.jeconom.2025.106052,5,"Predicen precios hedónicos de decenas de millones de productos de vestuario de Amazon (2013–2018) a partir de embeddings de texto (BERT) e imágenes (ResNet-50) que alimentan una red neuronal multitarea con una 'capa de valor' del producto. Evalúan el R² en conjunto de prueba (hold-out) mes a mes: 30–45% con atributos de catálogo en regresión lineal, 55–65% con embeddings en regresión lineal, 70–80% con árboles potenciados y 80–90% con la red multitarea. La interpretación consiste en convertir las predicciones en índices hedónicos de precios tipo Fisher (encadenados mensual y anualmente) y compararlos con índices de modelos emparejados, Jevons, Adobe DPI y el IPC de vestuario del BLS.",Es la referencia canónica de 'hedónicos con IA': muestra cómo el R² fuera de muestra justifica el uso de embeddings y cómo la predicción se traduce en índices de precios ajustados por calidad.,alta
8,"Vebjørn Almaas, Are Oust, Arne Johan Pollestad",2026,Giving Eyes to Automated Valuation Models: Computer Vision Assessment of Interior Home Condition,The Journal of Real Estate Finance and Economics,TopField,vivienda/visión,clasificación de imágenes por tipo de habitación (visión por computador); estimación de la condición del inmueble en escala 1–5; XGBoost; regresión hedónica lineal,comparación ML vs hedónico/OLS; error por colas/cuantiles; otro: comparación de la condición 'vista por máquina' con etiquetas humanas; otro: IA explicable sobre los patrones visuales que usa el modelo,10.1007/s11146-026-10071-w,https://doi.org/10.1007/s11146-026-10071-w,,"Usan 15,702 transacciones de condominios en Oslo (2022–2023) emparejadas con 393,914 fotos de anuncios; un modelo de visión clasifica cada foto por tipo de habitación y estima su condición en una escala 1–5, y estas medidas se incorporan a un hedónico lineal y a un AVM con XGBoost. Evalúan la mejora predictiva de la condición estimada por computador frente a la etiquetada por humanos (ganancias comparables) y frente al modelo sin condición. Interpretan los efectos: la condición pesa más en cocinas y baños y en viviendas de menor precio, y un análisis de IA explicable confirma que los modelos se apoyan en patrones visuales intuitivos y económicamente sensatos.","Ejemplo muy reciente de visión por computador integrada a un AVM, con evaluación contra etiquetas humanas y heterogeneidad por segmento de precio.",alta
9,"Deryugina, Heutel, Miller, Molitor & Reif",2019,The Mortality and Medical Costs of Air Pollution: Evidence from Changes in Wind Direction,American Economic Review,Top5,salud / ambiente,Cox-LASSO; random forest de supervivencia; gradient boosting,heterogeneidad de efectos; predicho vs observado; otro: validación cruzada 5-fold; efectos causales por grupos de esperanza de vida predicha; GATES de la inferencia genérica de ML,10.1257/aer.20180279,https://doi.org/10.1257/aer.20180279,782,"Con datos de Medicare predicen la esperanza de vida restante de cada beneficiario a partir de 1.062 variables (gasto médico previo, visitas ambulatorias y hospitalarias, datos de la ACS) con Cox-LASSO (penalización elegida por validación cruzada de 5 pliegues) y un random forest de supervivencia, comparando la esperanza de vida predicha con la observada entre los fallecidos. Luego estiman el efecto causal de PM2,5 (instrumentado con la dirección del viento) sobre la mortalidad por grupos de esperanza de vida predicha (más de 10, 5–10, 2–5, 1–2 y menos de 1 año), y aplican la inferencia genérica de ML de Chernozhukov et al. con gradient boosting en una muestra auxiliar para obtener efectos promedio por grupos ordenados: la mortalidad se concentra en cerca del 25% de la población mayor.",Muestra cómo un predictor de ML validado fuera de muestra se convierte en la variable de heterogeneidad de un diseño causal.,alta
9,"Bandiera, Prat, Hansen & Sadun",2020,CEO Behavior and Firm Performance,Journal of Political Economy,Top5,organizaciones / productividad,LDA (latent Dirichlet allocation); k-means y PCA (robustez),"otro: interpretación de los dos comportamientos puros del LDA por las actividades que cargan en cada uno; otro: robustez de la clasificación con PCA, k-means y datos simulados; otro: correlación del índice con el desempeño de la firma y evidencia de emparejamiento",10.1086/705331,https://doi.org/10.1086/705331,289,"Parsean diarios de uso del tiempo de 1.114 CEOs en seis países (actividades codificadas por tipo, duración y participantes) y reducen la dimensionalidad con un LDA de dos comportamientos puros; el índice resultante distingue líderes (reuniones multifuncionales de alto nivel) de gerentes (reuniones uno a uno con funciones centrales). Interpretan qué actividades cargan en cada comportamiento, verifican que la clasificación es robusta a PCA y k-means y a datos simulados, y relacionan el índice con la productividad de la firma en un modelo de asignación CEO-empresa.",Ejemplo de ML no supervisado (LDA) como herramienta de medición interpretable con datos no textuales.,alta
9,Davis & Heller,2017,Using Causal Forests to Predict Treatment Heterogeneity: An Application to Summer Jobs,American Economic Review (Papers and Proceedings),Top5-PP,laboral / crimen (política social),causal forest,heterogeneidad de efectos; predicho vs observado; otro: prueba en muestra de retención de si los jóvenes con mayor efecto predicho responden más al programa,10.1257/aer.p20171000,https://doi.org/10.1257/aer.p20171000,210,"Implementan el causal forest de Wager y Athey en dos ensayos aleatorizados del programa de empleo de verano para jóvenes de Chicago para predecir efectos individuales del tratamiento a partir de observables, con una explicación paso a paso dirigida a investigadores aplicados. Evalúan la utilidad práctica de la heterogeneidad predicha comprobando en una muestra de retención si los jóvenes con mayor efecto predicho efectivamente responden más; encuentran heterogeneidad en algunos resultados que las interacciones estándar no detectan y discuten las limitaciones del método.",Introducción aplicada a los bosques causales con una validación honesta de las predicciones de heterogeneidad fuera de muestra.,alta
9,"Bybee, Kelly, Manela & Xiu",2024,Business News and Business Cycles,Journal of Finance,TopFinance,texto financiero / macro,LDA (topic modeling); VAR aumentado con texto; regresiones penalizadas,descomposición de varianza/R2; variable importance; otro: identificación de los temas (narrativas) asociados a cada variable macro; otro: contribución incremental del texto en un VAR con validación temporal,10.1111/jofi.13377,https://doi.org/10.1111/jofi.13377,169,"Resume 800.000 artículos del Wall Street Journal (1984–2017) en 180 temas interpretables mediante LDA y usa la atención a cada tema para explicar y pronosticar producción industrial, empleo y retornos agregados. Evalúa el ajuste y la contribución incremental del texto en un VAR aumentado, reportando la fracción de varianza explicada (la atención a las noticias explica cerca del 25 % de los retornos del mercado). Interpreta identificando qué temas cargan sobre cada variable macro y recuperando las narrativas que acompañan las fluctuaciones del ciclo.",Ejemplo de ML no supervisado cuyo valor está en producir regresores interpretables que luego se evalúan por su poder explicativo y predictivo.,alta
9,Davis & Heller,2020,Rethinking the Benefits of Youth Employment Programs: The Heterogeneous Effects of Summer Jobs,The Review of Economics and Statistics,TopField,laboral/crimen,causal forest (Wager y Athey) con submuestras honestas,heterogeneidad de efectos; otro: caracterización de subgrupos por efecto de tratamiento predicho y exploración de mecanismos,10.1162/rest_a_00850,https://doi.org/10.1162/rest_a_00850,152,"Con dos experimentos aleatorizados del programa de empleo juvenil One Summer Chicago Plus (N=6.850, cohortes de 2012 y 2013), estiman efectos heterogéneos con un causal forest que usa submuestras honestas para predecir efectos de tratamiento como funciones no lineales de covariables de alta dimensión. Interpretan las predicciones agrupando a los jóvenes por efecto predicho, describiendo las características del subgrupo con impactos positivos en empleo (distinto de los jóvenes desconectados que suelen atender estos programas) y usando la heterogeneidad para explorar mecanismos entre crimen violento, crimen contra la propiedad y empleo.","Referencia estándar del uso de causal forests para describir quién se beneficia de un programa, útil para el módulo de heterogeneidad de efectos.",alta
